ID,starttime,endtime,age,profile_gender,profile_gross_household,profile_gross_personal,profile_marital_stat,profile_socialgrade_cie,profile_GOR,voted_ge_2019,pastvote_ge_2019,voted2017,pastvote_2017,profile_education_age,profile_education_level,lprofile_education_level,pastvote_EURef,WEIGHT,UoE_1,UoE_1_1,UoE_1_2,UoE_1_3,UoE_1_4,UoE_1_5,UoE_1_6,UoE_1_7,UoE_1_8,UoE_1_9,UoE_1_10,UoE_1_11,UoE_1_12,UoE_1_13,UoE_1_14,UoE_1_15,UoE_1_16,UoE_1_17,UoE_1_18,UoE_1_19,UoE_1_20,UoE_1_21,UoE_1_22,UoE_1_23,UoE_1_24,UoE_1_25,UoE_1_26,UoE_1_27,UoE_1_28,UoE_2,UoE_2_1,UoE_2_2,UoE_2_3,UoE_3,UoE_4,UoE_4_1,UoE_4_2,UoE_5,UoE_6
100,4/14/2021,4/14/2021,43,1,17,16,1,3,7,2, ,99, ,5,18,18,3,.652605908348007, ,3,5,5,4,4,4,4,4,2,2,3,5,4,4,3,3,4,4,3,3,2,2,3,4,4,5,4,3, ,6,6,4,5, ,3,3,2,5
101,4/13/2021,4/13/2021,50,2,12,9,1,1,5,1,2,1,2,5,16,16,2,.772082443646502, ,6,6,6,4,3,6,1,2,1,1,5,1,6,4,2,5,6,6,6,6,1,2,5,4,5,4,2,4, ,2,2,2,2, ,1,7,1,7
102,4/13/2021,4/13/2021,70,2,7,4,1,5,2,1,1,1,1,2,9,9,2,.680128068379978, ,4,4,4,6,5,4,3,6,4,5,3,5,4,6,5,5,3,5,5,5,1,2,2,2,4,3,1,2, ,1,2,1,1, ,1,7,1,7
103,4/13/2021,4/13/2021,60,2,17,16,1,6,3,1,1,1,1,2,9,9,2,.60887317276605, ,2,5,6,3,2,4,2,1,1,1,3,1,5,5,1,4,6,6,3,5,1,1,1,2,6,3,2,2, ,1,5,1,1, ,1,7,2,7
104,4/13/2021,4/13/2021,46,1,4,4,1,5,6,1,1,1,1,3,9,9,2,1.02178598072055, ,3,4,3,2,3,3,3,3,2,2,3,3,3,3,3,3,2,4,4,4,3,3,4,4,4,3,3,3, ,5,5,5,5, ,6,6,2,4
105,4/13/2021,4/13/2021,63,2,4,2,1,5,10,2, ,2, ,2,9,9,2,1.35949417464444, ,5,3,4,3,3,4,2,3,3,3,4,3,4,5,2,4,6,4,4,4,2,3,5,3,5,4,2,3, ,4,5,5,3, ,1,7,2,7
106,4/13/2021,4/13/2021,60,1,14,13,1,3,6,1,3,1,1,4,11,11,1,2.12585616461887, ,5,6,6,5,4,6,3,5,1,1,1,1,1,4,3,6,6,5,6,6,1,2,3,2,6,3,2,2, ,1,1,1,1, ,1,7,1,1
107,4/13/2021,4/13/2021,45,1,17,16,1,3,7,1,3,2, ,5,17,17,3,1.99504946322575, ,6,6,4,3,3,6,1,4,1,1,1,1,4,5,4,4,6,6,6,6,1,2,3,1,6,2,1,3, ,2,1,4,1, ,1,1,2,1
108,4/13/2021,4/13/2021,46,1,11,9,2,4,3,2, ,2, ,4,8,8,3,1.67348413563617, ,6,6,6,2,4,6,1,5,1,1,1,1,1,5,3,3,4,5,6,4,2,2,5,6,5,4,2,2, ,5,1,4,2, ,1,1,2,1
109,4/13/2021,4/13/2021,68,2,4,2,1,4,4,1,1,1,1,3,4,4,1,1.03530577674403, ,3,4,3,3,3,4,3,3,3,3,3,4,3,4,3,4,3,4,4,4,3,4,3,3,4,2,2,3, ,2,2,2,1, ,7,7,2,7
110,4/13/2021,4/13/2021,52,2,11,16,1,2,5,1,2,1,2,4,15,15,1,.796333260131995, ,5,6,5,1,2,6,1,2,1,1,2,2,1,3,1,6,6,6,5,5,1,2,4,2,6,2,1,2, ,1,1,1,1, ,1,7,2,7
111,4/13/2021,4/13/2021,41,2,16,16,6,5,3,1,98,1,7,5,18,18,2,.465152098767301, ,5,6,4,4,4,5,2,2,2,2,3,3,1,4,3,4,5,5,4,5,2,3,4,3,4,3,3,3, ,2,2,2,1, ,1,7,1,1
112,4/13/2021,4/13/2021,75,1,9,7,1,3,2,1,1,1,1,2,18,18,2,.910074484125074, ,5,6,6,4,2,6,1,1,1,1,1,1,2,3,4,3,6,5,5,5,1,2,3,4,5,3,2,3, ,2,2,2,3, ,4,3,2,7
113,4/13/2021,4/13/2021,68,2,17,2,1,4,2,1,2,1,2,2,8,8,2,2.53552873298834, ,2,2,3,6,5,6,6,1,3,3,3,5,5,5,1,6,3,6,6,5,1,3,1,6,6,1,3,3, ,1,1,1,1, ,2,5,1,1
114,4/13/2021,4/13/2021,73,2,6,3,1,2,3,1,2,1,2,2,9,9,1,.708117809365024, ,6,6,5,4,4,3,4,6,2,1,3,3,4,4,4,6,4,6,6,6,1,3,3,2,5,2,3,3, ,1,1,1,1, ,1,1,3,7
115,4/13/2021,4/13/2021,79,2,12,4,2,2,9,1,3,1,3,5,16,16,1,.736029106896267, ,6,5,4,4,4,6,2,2,1,2,3,4,2,4,5,6,6,6,5,6,1,2,4,3,5,1,3,6, ,1,1,2,1, ,1,1,2,1
116,4/13/2021,4/13/2021,71,1,16,16,5,5,6,1,1,1,1,2,18,18,2,.734447936449318, ,5,6,5,4,3,5,1,4,1,1,3,2,6,3,2,4,4,5,4,4,1,1,4,3,6,5,4,4, ,2,3,2,1, ,1,7,2,7
117,4/13/2021,4/13/2021,43,2,12,8,1,3,6,1,1,1,1,3,18,18,1,.844358776667, ,4,4,3,4,2,3,2,4,1,2,3,3,3,4,2,5,3,5,6,4,1,2,2,2,4,1,1,2, ,2,3,2,2, ,1,7,2,1
118,4/13/2021,4/13/2021,68,1,2,2,1,6,2,1,1,1,1,1,16,16,2,.727036790620157, ,3,3,6,1,3,3,1,3,2,1,3,4,5,4,4,6,6,6,5,4,1,2,3,3,5,3,1,2, ,1,3,1,1, ,1,1,1,1
119,4/13/2021,4/13/2021,79,1,12,11,1,2,8,1,3,1,1,5,17,17,1,.786793347546302, ,5,6,6,2,2,6,1,2,1,1,1,1,1,3,3,2,6,6,6,5,1,1,2,2,5,2,1,2, ,1,2,1,1, ,1,7,2,7
120,4/13/2021,4/13/2021,63,2,9,9,6,5,8,1,1,1,99,4,11,11,2,2.11448830123969, ,6,6,3,4,3,6,1,6,6,1,2,4,4,4,5,6,6,6,6,6,1,2,3,2,6,2,2,2, ,1,2,1,1, ,7,7,1,7
121,4/14/2021,4/14/2021,38,1,17,16,6,3,7,1,1,1,1,5,11,11,2,1.24997072806099, ,5,6,6,3,2,6,1,1,1,1,1,1,6,3,4,4,5,5,3,4,2,1,5,3,5,1,4,4, ,5,4,5,1, ,1,1,2,7
122,4/13/2021,4/13/2021,47,2,11,7,6,3,6,1,2,1,2,4,11,11,1,.689173060365232, ,6,4,3,5,3,6,5,2,1,1,3,3,3,3,3,5,6,6,4,5,2,2,3,3,4,2,2,2, ,6,2,2,1, ,1,1,2,1
123,4/13/2021,4/13/2021,57,2,17,16,2,5,9,1,2,1,2,5,16,16,1,.683073287641512, ,6,6,4,4,3,6,1,1,1,1,2,1,1,3,2,6,6,6,3,6,1,1,3,3,6,1,2,2, ,1,1,1,1, ,1,7,2,7
124,4/13/2021,4/13/2021,65,2,3,3,5,1,3,1,2,1,7,5,17,17,1,1.81787875644072, ,3,3,3,2,3,4,1,4,1,1,3,4,4,3,2,1,2,2,5,3,1,1,4,2,4,3,1,2, ,2,5,3,1, ,1,7,2,7
125,4/13/2021,4/13/2021,70,1,17,16,1,2,6,1,1,1,2,3,11,11,2,.827695755122431, ,6,6,5,2,5,6,5,6,1,1,4,1,1,1,3,3,6,6,6,6,1,2,2,2,6,1,2,5, ,1,1,1,1, ,1,7,1,1
126,4/13/2021,4/13/2021,40,2,1,3,1,4,3,1,6,1,2,3,11,11,2,.96916560165852, ,6,2,4,3,4,3,2,2,1,3,4,3,1,3,4,5,3,6,6,5,1,1,2,1,6,1,1,1, ,1,2,1,1, ,1,7,1,7
127,4/13/2021,4/13/2021,72,2,17,16,2,1,9,1,1,1,1,2,9,9,2,.771082565964474, ,4,4,4,4,4,3,3,3,1,2,3,3,2,4,3,5,4,6,4,4,1,2,3,2,4,3,3,4, ,1,1,1,1, ,1,7,2,1
128,4/13/2021,4/13/2021,74,2,11,4,1,1,6,1,1,1,1,5,16,16,1,.78936259691943, ,6,6,3,2,4,4,1,2,2,1,2,1,2,4,4,4,4,4,3,5,1,2,3,5,4,4,1,2, ,1,2,2,1, ,7,7,1,7
129,4/13/2021,4/13/2021,71,2,6,6,4,1,8,1,3,1,1,2,9,9,1,.736029106896267, ,5,5,3,3,4,6,2,1,2,3,3,2,3,3,2,4,6,6,5,4,1,2,1,2,6,2,1,2, ,1,3,1,2, ,1,7,2,7
130,4/13/2021,4/13/2021,72,1,13,11,1,2,8,1,1,1,1,3,18,18,1,.847317913232047, ,5,6,5,4,4,5,1,3,1,1,2,3,2,4,3,6,5,6,6,5,1,2,2,3,4,2,2,3, ,1,1,1,1, ,7,7,2,7
131,4/13/2021,4/13/2021,74,1,10,9,1,4,2,1,1,1,1,1,11,11,2,1.16989095465896, ,4,5,5,3,4,2,3,3,1,1,3,2,4,4,5,6,6,5,6,6,1,3,3,5,5,2,2,3, ,1,2,1,3, ,1,7,1,1
132,4/13/2021,4/13/2021,44,2,4,4,6,2,4,1,2,1,2,2,5,5,1,1.56326365463428, ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,3,3,3,1, ,5,5,4,5
133,4/13/2021,4/13/2021,47,2,8,4,1,3,5,1,1,1,1,2,9,9,2,.724197846225999, ,6,5,6,1,3,6,5,1,1,1,3,3,2,6,1,1,6,6,6,5,1,3,3,3,6,2,1,3, ,5,5,5,4, ,1,7,2,4
134,4/13/2021,4/13/2021,74,2,2,2,4,6,8,1,1,1,1,3,16,16,2,1.76382186640405, ,6,6,5,3,4,3,1,3,2,2,2,1,1,4,3,6,6,4,6,5,1,1,2,2,5,2,1,2, ,2,2,2,1, ,1,1,2,7
135,4/13/2021,4/13/2021,70,2,17,16,5,3,6,1,1,1,1,3,9,9,2,.860034503327673, ,5,4,3,3,4,3,2,1,1,1,2,3,3,3,2,2,4,4,5,4,1,3,1,4,3,2,1,2, ,1,1,1,1, ,7,7,1,7
136,4/13/2021,4/13/2021,42,2,17,16,1,4,2,1,2,1,1,5,18,18,1,.969661798477346, ,5,6,5,5,2,6,2,5,1,1,2,1,3,2,4,5,5,2,6,6,1,2,3,2,4,1,2,2, ,1,1,1,2, ,1,7,1,7
137,4/13/2021,4/13/2021,69,1,5,6,2,5,9,1,3,1,2,2,8,8,1,.698153575080201, ,3,5,4,3,4,5,4,4,2,1,4,3,4,4,3,4,4,4,3,4,1,3,3,3,4,3,3,3, ,1,1,1,1, ,1,7,1,1
138,4/13/2021,4/13/2021,48,1,17,16,4,6,8,1,7,1,3,5,17,17,1,.905637539607943, ,6,6,6,6,5,5,1,6,1,1,2,2,1,3,2,6,6,6,6,5,1,2,2,2,5,2,2,2, ,1,1,1,1, ,7,7,1,7
139,4/13/2021,4/13/2021,76,1,8,6,1,3,2,1,3,1,3,5,16,16,1,.702872729457555, ,6,6,6,2,1,6,1,3,1,1,2,1,1,2,5,5,6,6,5,5,1,1,4,1,6,3,2,4, ,1,2,2,2, ,7,7,1,7
140,4/13/2021,4/13/2021,42,2,7,3,1,4,5,1,2,1,2,2,14,14,1,2.33516975548667, ,2,4,5,3,3,4,2,1,4,2,3,3,2,3,3,5,5,4,2,5,1,1,4,4,5,4,1,3, ,1,1,1,4, ,1,7,1,1
141,4/13/2021,4/13/2021,72,1,17,16,4,4,7,1,3,1,3,2,9,9,2,1.54161273845989, ,6,6,6,3,5,4,1,4,2,4,3,4,1,5,5,6,6,6,6,5,1,2,2,2,6,2,3,2, ,1,1,1,1, ,1,7,1,7
142,4/13/2021,4/13/2021,61,1,8,6,1,3,5,1,1,1,1,2,6,6,2,.803528885340215, ,6,6,1,1,4,3,1,6,1,1,4,2,1,4,5,6,5,6,6,6,1,1,1,2,6,3,6,3, ,1,1,1,1, ,1,7,1,1
143,4/13/2021,4/13/2021,67,2,6,2,4,3,6,1,1,1,1,1,1,1,2,.860034503327673, ,6,6,4,1,4,5,3,1,2,2,2,5,3,3,4,1,4,3,2,2,2,1,6,6,5,4,1,4, ,5,5,5,1, ,6,7,2,4
144,4/13/2021,4/13/2021,53,2,17,16,5,3,11,1,3,1,1,4,18,18,1,1.16905357498083, ,3,5,4,2,4,6,1,4,1,1,4,3,5,4,4,5,6,4,3,4,1,1,3,2,4,2,2,2, ,2,2,2,2, ,1,7,2,7
145,4/13/2021,4/13/2021,68,1,7,7,1,1,3,1,2,1,2,5,17,17,1,.756956995949323, ,3,3,4,4,3,4,1,6,1,1,3,2,5,4,3,2,6,4,4,4,1,2,2,5,4,2,2,2, ,1,1,1,2, ,4,5,1,1
146,4/13/2021,4/13/2021,37,2,17,16,6,1,5,1,1,1,99,3,16,16,1,.762372148414651, ,5,4,3,4,4,4,3,4,2,3,3,3,5,4,3,4,5,2,5,3,1,2,3,4,4,3,1,2, ,1,2,2,1, ,7,7,2,1
147,4/13/2021,4/13/2021,56,1,4,15,1,3,8,1,1,1,99,2,16,16,2,1.02443757599214, ,4,6,6,6,4,6,1,3,1,1,4,3,1,4,3,5,6,6,5,4,1,1,3,2,4,3,3,3, ,1,1,1,2, ,1,7,2,7
148,4/13/2021,4/13/2021,74,2,4,1,1,4,9,1,1,1,1,2,9,9,2,1.10556509789959, ,5,5,6,2,3,5,1,5,3,2,2,1,1,4,5,4,6,5,4,4,1,2,2,2,6,3,2,2, ,1,1,1,1, ,1,7,2,7
149,4/13/2021,4/13/2021,55,1,9,9,1,2,2,1,1,1,1,5,16,16,2,.912998441483033, ,5,6,6,3,2,6,1,2,1,1,1,1,1,2,5,5,5,6,6,4,1,1,3,1,5,2,1,2, ,1,1,1,2, ,7,7,1,7
150,4/13/2021,4/13/2021,45,2,13,12,1,4,9,1,1,1,1,2,5,5,2,1.00927312385163, ,4,4,2,1,3,3,1,1,2,3,3,3,1,4,4,5,1,6,6,5,1,1,2,2,5,1,1,2, ,1,1,1,1, ,1,7,1,7
151,4/14/2021,4/14/2021,69,2,8,2,2,6,11,1,4,1,2,2,4,4,2,.608557905012418, ,3,2,3,3,3,3,3,3,2,3,3,3,3,4,3,4,1,4,3,4,2,3,2,3,4,3,3,3, ,2,3,3,1, ,3,4,2,7
152,4/13/2021,4/13/2021,65,1,16,15,2,3,7,1,1,1,1,2,18,18,2,1.20849996283353, ,5,4,4,4,4,4,3,4,1,1,4,4,2,4,1,3,4,4,4,4,1,1,4,3,4,5,1,3, ,5,5,5,1, ,1,7,2,4
153,4/13/2021,4/13/2021,37,2,5,5,6,4,9,1,1,1,1,1,9,9,2,2.59100413382016, ,2,4,3,1,3,4,2,2,1,1,2,3,5,5,1,3,2,6,1,6,1,1,1,1,6,1,1,1, ,3,5,5,2, ,5,5,2,2
154,4/13/2021,4/13/2021,54,1,7,8,6,3,5,1,2,1,2,5,18,18,1,.750460666849057, ,6,5,6,5,3,6,2,6,2,2,2,2,2,4,3,5,5,6,6,6,1,1,3,3,4,1,1,2, ,1,1,2,2, ,1,1,2,7
155,4/13/2021,4/13/2021,44,2,11,6,1,4,4,1,1,1,1,5,9,9,2,2.3800217026119, ,5,3,4,4,3,4,4,4,2,3,4,3,3,4,3,5,5,4,4,5,1,2,2,2,3,3,2,4, ,1,1,1,1, ,1,7,2,1
156,4/13/2021,4/13/2021,55,1,10,1,1,2,8,1,2,1,2,5,17,17,1,.770640082139044, ,6,6,6,4,2,6,1,4,1,1,1,1,1,2,4,4,5,5,5,4,2,2,3,3,5,2,3,2, ,1,2,1,1, ,1,1,1,7
157,4/13/2021,4/13/2021,69,2,6,6,4,2,1,1,1,1,1,2,9,9,1,.781397319835071, ,1,6,2,5,3,1,1,2,2,2,6,4,1,4,4,5,6,6,6,5,1,2,2,5,6,2,1,2, ,1,2,1,1, ,3,5,2,7
158,4/13/2021,4/13/2021,76,2,14,13,1,1,6,1,1,1,1,5,16,16,2,.774292473779137, ,5,5,3,3,5,5,2,5,2,1,4,2,5,4,5,6,6,6,3,5,1,2,3,2,6,3,1,3, ,1,1,1,1, ,1,7,2,1
159,4/14/2021,4/14/2021,48,1,11,8,1,3,11,1,4,1,4,3,16,16,1,1.19668526586159, ,6,6,6,5,5,6,5,6,1,1,1,6,3,2,6,6,6,6,6,6,1,2,2,1,6,6,1,3, ,1,5,1,2, ,1,7,2,1
160,4/13/2021,4/13/2021,74,2,17,16,1,6,4,1,1,1,1,2,9,9,2,.631114468032324, ,6,6,5,4,6,6,6,6,2,4,5,6,4,4,4,6,6,6,6,6,1,1,2,2,6,3,1,6, ,1,1,1,1, ,1,7,2,7
161,4/13/2021,4/13/2021,61,1,17,16,6,6,6,2, ,2, ,2,5,5,3,.674339097011086, ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,3,3,3,5, ,1,7,2,7
162,4/13/2021,4/13/2021,52,1,17,16,7,1,8,1,1,1,1,3,5,5,2,.891475488468495, ,5,5,5,5,4,4,1,5,1,1,4,4,1,4,4,4,6,4,5,4,1,1,4,3,5,3,1,2, ,3,2,1,2, ,1,7,1,1
163,4/14/2021,4/14/2021,47,1,17,16,1,5,5,2, ,1,1,5,16,16,4,.836593203820533, ,6,6,6,3,2,6,1,4,1,1,3,1,2,3,1,5,6,6,6,5,1,1,3,1,5,2,1,2, ,2,2,2,2, ,1,7,1,7
164,4/13/2021,4/13/2021,71,2,4,2,1,3,6,1,1,1,1,2,9,9,2,.860034503327673, ,5,4,4,5,5,3,2,3,1,5,4,3,4,5,5,5,3,6,5,6,1,2,2,2,5,2,2,5, ,1,1,1,1, ,1,7,2,1
165,4/13/2021,4/13/2021,59,2,2,2,4,6,1,1,2,1,2,2,9,9,2,1.41063833715427, ,3,4,3,3,3,4,2,4,4,2,4,3,4,4,4,3,4,5,5,4,1,2,4,2,3,2,2,2, ,1,1,1,1, ,1,7,2,7
166,4/13/2021,4/13/2021,61,1,6,5,1,2,9,1,1,1,1,5,6,6,2,.781033275514758, ,5,5,6,2,2,2,4,2,3,1,2,1,3,1,5,1,1,6,1,1,1,1,1,6,5,2,1,1, ,1,1,4,1, ,1,7,1,7
167,4/13/2021,4/13/2021,30,2,1,1,2,6,2,2, ,2, ,1,1,1,2,.55779440532291, ,3,4,5,3,3,3,2,6,1,4,3,4,6,3,2,3,3,5,6,3,4,4,4,4,3,4,4,3, ,6,6,6,1, ,1,1,4,5
168,4/14/2021,4/14/2021,72,1,17,16,6,4,7,1,1,1,1,2,3,3,2,1.5470734474784, ,3,4,3,4,3,4,2,4,2,3,4,3,4,4,4,4,3,4,3,4,3,2,4,3,4,3,3,3, ,2,2,2,5, ,1,1,2,7
169,4/13/2021,4/13/2021,66,2,17,16,1,4,8,1,1,1,1,2,15,15,2,1.10098186589419, ,6,6,6,2,4,6,6,2,2,2,5,4,1,2,3,3,5,4,3,2,1,2,3,4,6,3,1,3, ,1,2,1,1, ,1,1,1,5
170,4/13/2021,4/13/2021,38,2,7,16,1,4,4,1,1,1,1,3,20,20,1,.992896830510343, ,3,4,4,3,5,6,2,1,3,2,3,3,1,2,2,3,5,5,4,3,2,1,4,5,6,2,3,4, ,1,1,1,2, ,1,7,2,1
171,4/13/2021,4/13/2021,86,1,4,16,1,4,2,1,2,1,2,2,1,1,1,1.08081282418768, ,4,6,4,3,4,5,2,3,5,3,4,3,2,4,3,4,5,5,4,4,5,4,5,3,4,3,4,3, ,1,3,2,5, ,1,7,2,7
172,4/13/2021,4/13/2021,58,1,5,5,3,4,9,1,1,1,1,5,17,17,2,1.3114441217694, ,6,6,6,1,6,6,1,3,1,1,1,6,3,2,3,4,6,3,1,4,4,6,6,3,6,6,1,3, ,5,5,5,4, ,5,5,2,4
173,4/13/2021,4/13/2021,66,2,17,16,1,1,6,1,2,1,2,5,16,16,1,.644284694717347, ,6,6,6,6,6,6,6,6,1,1,1,1,6,4,5,6,6,6,6,6,1,1,5,1,6,1,1,2, ,2,3,1,2, ,1,7,2,1
174,4/13/2021,4/13/2021,64,1,17,16,1,5,6,1,1,1,1,3,4,4,1,.813166554123834, ,2,5,3,4,3,5,2,4,2,2,3,4,2,5,3,5,6,6,6,4,2,3,3,2,6,3,3,3, ,1,1,1,2, ,1,7,1,1
175,4/13/2021,4/13/2021,70,2,17,16,1,1,8,1,1,1,1,5,17,17,1,.792648601921093, ,5,5,6,1,3,4,1,6,1,2,3,6,6,4,5,6,6,6,6,6,1,2,1,6,6,4,2,1, ,1,1,1,3, ,7,7,2,1
176,4/13/2021,4/13/2021,74,2,17,16,1,4,6,1,2,1,1,1,16,16,2,.902371957285803, ,6,4,4,4,4,3,6,2,2,2,4,4,5,6,3,5,6,2,4,4,1,2,2,3,6,2,4,2, ,1,2,2,2, ,1,7,2,1
177,4/13/2021,4/13/2021,52,2,12,5,1,3,10,1,1,1,1,4,17,17,1,.955906858990851, ,6,6,1,1,3,1,2,1,1,2,3,1,4,4,1,6,6,6,6,6,1,1,1,1,6,1,1,1, ,1,1,1,1, ,1,7,2,7
178,4/13/2021,4/13/2021,53,2,6,6,6,2,2,2, ,1,2,2,18,18,2,2.10165358072801, ,5,5,2,2,5,5,2,4,2,2,4,4,2,4,2,4,5,6,5,5,2,2,2,2,5,2,2,3, ,1,1,1,1, ,1,7,2,7
179,4/13/2021,4/13/2021,71,2,5,6,6,2,3,1,2,1,2,5,16,16,1,.708117809365024, ,6,5,5,2,3,6,1,6,1,2,2,2,1,3,6,4,6,6,6,6,1,2,2,3,6,2,4,4, ,1,1,1,1, ,7,7,2,7
180,4/13/2021,4/13/2021,73,1,3,4,1,4,5,1,1,1,1,2,5,5,2,1.08108207670828, ,6,6,6,4,1,5,2,3,1,1,2,1,4,5,2,5,3,6,6,6,2,2,4,3,6,4,3,2, ,1,2,2,2, ,1,7,1,7
181,4/13/2021,4/13/2021,68,2,4,16,1,4,2,1,2,1,2,1,1,1,1,1.0152872983918, ,5,6,4,2,4,6,2,3,1,3,4,3,3,5,1,3,6,5,5,1,1,1,2,4,6,4,3,3, ,2,1,3,1, ,1,7,1,7
182,4/13/2021,4/13/2021,54,1,16,16,1,6,6,1,1,2, ,5,17,17,2,.821805614310311, ,1,6,4,4,5,6,1,4,1,1,6,1,1,3,4,6,4,5,5,5,2,3,3,3,4,4,3,4, ,2,4,3,5, ,1,7,2,7
183,4/13/2021,4/13/2021,73,2,17,16,1,1,8,1,3,1,1,3,14,14,1,.732977823741577, ,5,5,3,3,4,3,5,1,2,3,3,3,3,3,4,4,5,5,5,6,1,2,5,2,5,3,3,2, ,1,2,1,2, ,1,7,2,7
184,4/14/2021,4/14/2021,46,1,17,8,1,3,7,1,1,1,1,5,16,16,2,1.73485338190931, ,6,6,6,3,2,6,1,5,1,1,6,1,1,3,2,5,4,6,5,6,1,1,2,3,5,2,1,4, ,2,2,3,1, ,1,7,1,2
185,4/13/2021,4/13/2021,57,1,13,13,1,1,8,1,1,1,1,5,16,16,1,.944170273661942, ,3,4,4,4,3,6,1,6,1,1,3,4,1,4,2,6,6,6,6,6,1,1,1,1,6,2,1,1, ,1,1,1,1, ,1,7,2,1
186,4/13/2021,4/13/2021,81,2,1,16,6,6,8,1,1,1,1,1,20,20,2,.68706104393541, ,6,6,6,6,6,1,6,1,3,1,6,6,1,6,6,1,1,1,4,1,6,2,6,6,6,1,1,6, ,5,5,5,5, ,6,6,2,4
187,4/13/2021,4/13/2021,57,2,17,16,1,1,3,1,2,1,2,2,9,9,1,.631302492808035, ,6,6,2,5,5,5,5,2,1,2,4,1,1,5,3,5,6,6,6,5,1,5,3,4,5,2,1,4, ,1,1,1,1, ,1,1,2,7
188,4/13/2021,4/13/2021,74,2,7,16,1,2,5,1,2,1,2,5,16,16,1,.66703472712351, ,6,1,4,5,2,5,1,2,1,1,1,5,5,4,4,5,6,6,2,6,1,2,2,2,6,1,1,1, ,1,2,2,3, ,1,7,2,1
189,4/13/2021,4/13/2021,30,1,13,13,6,2,2,1,2,1,2,5,16,16,1,1.08664414130684, ,4,3,3,3,4,3,1,2,2,1,4,3,4,3,2,5,6,5,5,4,1,2,3,5,4,4,2,3, ,1,2,1,3, ,1,7,2,2
190,4/13/2021,4/13/2021,49,1,13,12,1,2,9,1,3,1,3,5,11,11,1,.810419209556103, ,6,6,6,4,6,6,1,6,1,1,2,4,1,3,6,6,6,6,3,6,1,2,2,1,6,2,1,1, ,4,4,4,1, ,1,1,1,7
191,4/13/2021,4/13/2021,58,1,10,7,1,3,4,1,1,1,1,2,5,5,2,.913349949001087, ,5,6,6,3,4,6,1,4,1,1,2,3,2,3,5,5,4,4,5,5,1,2,4,2,5,4,3,3, ,2,2,2,2, ,7,7,2,7
192,4/13/2021,4/13/2021,70,2,5,3,1,1,5,1,3,1,1,5,16,16,1,.74617654440703, ,4,4,6,4,3,5,2,1,1,2,2,2,1,4,4,5,6,6,5,4,1,1,3,1,6,2,1,2, ,1,1,1,1, ,1,7,2,7
193,4/13/2021,4/13/2021,51,1,7,7,2,5,11,1,1,1,1,5,19,19,2,.78015322510235, ,6,6,5,2,3,6,1,4,1,1,3,1,2,3,4,2,3,3,4,3,6,2,6,5,5,3,2,3, ,5,5,5,4, ,4,5,2,7
194,4/13/2021,4/13/2021,56,1,13,13,1,1,3,1,2,2, ,5,16,16,1,.846991976136553, ,6,6,6,6,1,6,1,1,2,1,2,6,1,2,4,6,6,6,6,5,1,3,3,2,4,3,3,3, ,1,1,1,2, ,1,7,1,1
195,4/13/2021,4/13/2021,60,1,17,16,1,3,11,1,7,1,3,3,18,18,2,.706681880361186, ,4,5,6,3,3,4,3,3,1,3,3,3,3,4,3,3,5,4,4,4,2,1,3,3,4,3,4,3, ,2,2,2,2, ,1,1,1,7
196,4/14/2021,4/14/2021,47,1,4,4,4,4,5,2, ,1,99,2,9,9,3,3.33534958235747, ,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6, ,6,6,6,5, ,7,7,3,5
197,4/13/2021,4/13/2021,75,1,5,5,1,3,6,1,1,1,1,2,9,9,2,.91935144892832, ,3,4,2,1,3,2,2,3,2,2,2,3,2,3,3,5,4,3,2,3,1,2,2,2,4,3,1,3, ,1,2,1,1, ,1,7,2,7
198,4/13/2021,4/13/2021,76,2,5,5,5,1,5,1,3,1,2,5,16,16,1,.749282771971667, ,4,5,3,3,2,5,1,1,3,2,2,1,2,5,5,5,6,6,6,5,2,2,2,2,6,1,1,1, ,2,1,1,3, ,1,7,2,7
199,4/14/2021,4/14/2021,70,1,17,16,4,5,11,1,4,1,4,5,14,14,1,.665952507118225, ,3,5,3,3,4,5,3,2,2,2,2,3,2,4,3,5,4,5,5,5,2,3,3,4,4,4,2,5, ,1,2,2,1, ,1,1,2,7
200,4/13/2021,4/13/2021,54,2,17,16,2,2,9,1,1,1,1,2,5,5,2,.687436948508179, ,6,3,3,3,2,5,1,2,3,1,4,4,1,5,2,5,6,6,4,4,2,3,2,5,6,5,2,5, ,1,1,1,1, ,1,7,1,7
201,4/13/2021,4/13/2021,53,2,11,9,1,2,6,1,1,1,1,3,18,18,2,.924381932255885, ,6,5,5,3,3,3,3,4,3,3,3,4,1,5,4,4,1,4,5,4,1,1,1,2,3,2,1,3, ,1,2,1,1, ,4,7,1,1
202,4/13/2021,4/13/2021,38,2,10,5,1,4,9,1,2,1,2,5,18,18,2,.861820704723931, ,5,4,4,4,4,2,3,3,2,3,3,4,3,3,3,5,5,5,5,4,2,2,3,3,5,4,2,2, ,2,3,2,1, ,1,7,2,1
