ID,starttime,endtime,age,profile_gender,profile_gross_household,profile_gross_personal,profile_marital_stat,profile_socialgrade_cie,profile_GOR,voted_ge_2019,pastvote_ge_2019,voted2017,pastvote_2017,profile_education_age,profile_education_level,lprofile_education_level,pastvote_EURef,WEIGHT,UoE_1,UoE_1_1,UoE_1_2,UoE_1_3,UoE_1_4,UoE_1_5,UoE_1_6,UoE_1_7,UoE_1_8,UoE_1_9,UoE_1_10,UoE_1_11,UoE_1_12,UoE_1_13,UoE_1_14,UoE_1_15,UoE_1_16,UoE_1_17,UoE_1_18,UoE_1_19,UoE_1_20,UoE_1_21,UoE_1_22,UoE_1_23,UoE_1_24,UoE_1_25,UoE_1_26,UoE_1_27,UoE_1_28,UoE_2,UoE_2_1,UoE_2_2,UoE_2_3,UoE_3,UoE_4,UoE_4_1,UoE_4_2,UoE_5,UoE_6
431,4/13/2021,4/13/2021,74,2,17,16,1,4,8,1,1,1,1,1,20,20,2,1.10098186589419, ,4,4,4,4,3,2,6,3,1,1,4,3,2,3,3,4,3,5,3,3,1,2,2,2,4,3,2,2, ,1,1,1,1, ,5,5,2,7
432,4/14/2021,4/14/2021,72,1,16,5,2,6,8,1,99,1,99,3,17,17,4,.623498635577325, ,5,6,6,2,2,6,1,6,1,1,2,1,1,2,2,6,6,6,5,5,1,4,3,3,6,3,2,2, ,1,3,1,1, ,1,1,2,7
433,4/13/2021,4/13/2021,42,2,16,2,6,6,7,1,3,1,1,3,18,18,1,.8835597151226, ,4,4,4,2,4,5,2,6,1,2,5,5,6,6,1,6,6,6,6,6,1,2,1,1,5,2,2,2, ,1,1,1,2, ,1,1,2,1
434,4/13/2021,4/13/2021,29,2,3,3,6,4,7,2, ,2, ,5,6,6,2,1.6119989431149, ,3,2,5,1,2,5,1,2,1,5,3,3,1,4,4,3,1,4,4,3,2,1,4,3,4,3,1,3, ,2,5,4,4, ,1,3,2,4
435,4/13/2021,4/13/2021,49,2,6,6,4,4,9,1,1,2, ,2,9,9,2,1.00927312385163, ,6,6,6,1,6,6,6,3,1,1,3,6,6,3,6,3,6,6,6,6,1,1,1,6,3,3,6,1, ,1,1,1,1, ,1,1,2,1
436,4/13/2021,4/13/2021,53,2,6,6,1,6,1,1,2,1,2,2,9,9,2,.55177299222274, ,4,4,3,5,2,6,3,4,3,4,3,2,4,4,2,5,4,5,4,4,2,1,1,2,3,2,1,1, ,2,4,2,1, ,7,7,2,7
437,4/13/2021,4/13/2021,76,2,11,2,1,1,2,1,1,1,1,1,8,8,1,.781397319835071, ,5,6,3,4,3,4,2,4,1,2,3,4,2,3,3,5,5,4,5,6,1,1,4,3,5,2,5,3, ,2,2,1,1, ,1,7,2,1
438,4/13/2021,4/13/2021,49,2,5,2,1,6,5,1,1,1,1,1,9,9,2,1.48523808269756, ,3,2,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,6,3,1,2,3,3,2,3,4, ,2,2,2,1, ,1,7,2,1
439,4/13/2021,4/13/2021,73,2,16,15,1,1,8,1,2,1,2,1,1,1,2,.629364372663578, ,6,1,4,4,1,4,2,2,1,1,3,1,1,4,5,6,6,6,6,6,1,1,1,1,5,1,1,3, ,1,1,1,2, ,1,7,1,1
440,4/13/2021,4/13/2021,63,2,6,2,1,3,3,1,2,1,2,2,8,8,1,.704129427660662, ,2,4,4,4,4,5,2,1,2,3,5,3,4,4,2,4,2,5,5,4,2,2,2,4,4,3,2,5, ,1,4,2,2, ,1,7,2,7
441,4/13/2021,4/13/2021,22,2,17,16,6,3,11,1,99,2, ,5,16,16,3,.803770989878302, ,3,3,2,5,5,5,5,3,1,2,2,1,2,3,3,3,5,3,3,3,2,2,3,2,6,3,4,2, ,6,6,6,2, ,1,1,2,5
442,4/13/2021,4/13/2021,46,1,9,9,1,1,2,1,3,1,3,3,15,15,1,.654514177079354, ,6,6,6,6,3,6,2,5,1,1,1,2,3,2,2,6,5,6,6,6,1,3,1,2,5,2,3,2, ,2,2,2,2, ,2,1,1,7
443,4/13/2021,4/13/2021,73,2,11,7,1,1,7,1,1,1,1,3,18,18,2,1.01781797034762, ,6,6,6,5,6,6,1,6,1,1,1,1,6,3,5,6,6,6,6,6,1,1,2,1,6,5,1,2, ,1,1,1,1, ,7,7,2,1
444,4/13/2021,4/13/2021,60,2,11,9,1,2,11,1,4,1,4,3,16,16,1,.835376641790502, ,6,6,6,2,4,6,1,1,1,1,6,1,6,1,3,6,6,6,6,4,1,2,2,2,6,2,1,3, ,1,1,1,2, ,1,7,1,7
445,4/13/2021,4/13/2021,63,2,7,1,2,2,6,1,7,1,7,1,18,18,1,.794015012688196, ,6,4,3,5,5,3,1,5,1,2,3,5,5,5,5,6,6,6,5,5,1,2,3,4,5,2,1,2, ,1,1,1,1, ,1,7,1,7
446,4/13/2021,4/13/2021,72,2,4,4,5,6,6,1,2,1,2,1,1,1,1,.574079786631438, ,6,4,3,4,3,3,1,1,3,3,3,4,1,5,4,4,6,6,5,4,6,5,2,3,6,2,3,3, ,2,3,2,1, ,1,1,2,1
447,4/13/2021,4/13/2021,44,1,17,16,1,2,7,99, ,99, ,5,16,16,3,.815460818259085, ,2,1,6,4,1,1,1,4,1,1,1,1,1,5,1,2,2,6,6,1,1,1,1,1,6,1,1,1, ,1,1,1,1, ,1,1,2,1
448,4/13/2021,4/13/2021,60,2,6,6,1,2,1,1,1,1,2,2,9,9,2,.680500179785842, ,5,3,4,2,4,5,2,2,5,2,4,3,4,4,3,5,5,5,2,4,1,2,3,3,6,6,2,4, ,1,1,1,1, ,1,7,2,7
449,4/13/2021,4/13/2021,47,2,4,4,1,5,8,1,1,1,1,2,9,9,2,.629830760678577, ,4,5,5,3,4,5,2,4,2,2,4,3,3,3,3,4,5,5,3,5,2,1,2,2,5,3,2,2, ,1,2,1,2, ,3,4,2,1
450,4/13/2021,4/13/2021,41,1,3,16,6,4,2,1,3,1,2,5,20,20,1,.930666723929148, ,6,6,5,4,4,3,5,3,1,1,3,2,5,3,3,2,6,6,6,3,1,3,2,3,5,1,1,2, ,3,3,3,1, ,4,4,4,7
451,4/13/2021,4/13/2021,37,1,12,7,1,2,11,1,4,1,4,5,16,16,1,1.07738049026387, ,6,6,6,6,5,6,1,6,1,1,4,1,2,3,3,6,6,6,6,6,1,2,3,1,5,2,2,2, ,1,1,2,3, ,1,7,1,1
452,4/13/2021,4/13/2021,36,2,6,3,6,5,5,1,2,1,2,5,16,16,1,.622323782775709, ,6,6,6,2,1,5,1,2,1,1,1,1,1,2,3,6,6,6,6,6,1,1,2,1,5,1,1,1, ,1,1,1,2, ,1,1,2,2
453,4/13/2021,4/13/2021,74,1,3,3,1,3,2,1,3,1,3,3,18,18,1,.702872729457555, ,4,5,3,3,3,4,1,6,2,1,3,3,4,4,4,5,4,6,5,6,1,2,5,2,6,3,1,3, ,1,1,1,2, ,1,7,2,7
454,4/13/2021,4/13/2021,46,2,13,10,1,2,6,1,3,1,3,5,16,16,1,.77387827654007, ,6,6,5,5,3,6,1,1,1,1,1,1,1,3,4,6,6,6,3,6,1,3,1,2,6,2,4,2, ,1,2,1,1, ,1,7,1,7
455,4/13/2021,4/13/2021,74,1,10,10,1,1,9,1,2,1,3,5,16,16,1,.691588333657732, ,6,6,5,4,5,4,1,5,1,1,2,3,2,4,2,6,6,6,5,5,1,1,4,2,5,1,2,2, ,1,1,1,1, ,1,7,1,7
456,4/13/2021,4/13/2021,62,1,4,4,6,6,9,1,1,1,1,2,5,5,2,.797641977519826, ,5,6,5,2,4,2,2,5,2,1,4,2,1,4,1,5,4,6,3,4,1,1,4,3,3,3,3,4, ,1,1,1,1, ,1,7,3,7
457,4/14/2021,4/14/2021,37,1,17,16,1,3,4,2, ,2, ,7,20,20,3,.754522070561696, ,5,6,6,2,2,6,2,5,1,1,2,2,1,2,1,1,2,2,2,2,6,3,6,5,5,5,1,3, ,5,5,5,4, ,5,7,1,4
458,4/13/2021,4/13/2021,68,1,2,2,1,1,4,1,98,1,98,2,5,5,2,.79898888159542, ,4,6,6,5,3,3,3,6,1,1,6,1,6,6,3,5,1,6,6,6,1,3,1,3,6,3,3,1, ,1,2,1,1, ,1,7,1,7
459,4/13/2021,4/13/2021,64,2,9,4,1,2,8,1,1,1,1,5,17,17,2,.921297906626958, ,6,6,6,6,3,6,1,6,1,1,3,2,1,4,3,6,6,6,6,6,1,1,2,2,6,3,1,2, ,1,1,1,1, ,1,7,2,7
460,4/13/2021,4/13/2021,73,2,2,2,4,2,4,1,1,1,1,5,16,16,2,.708294215955311, ,6,6,6,3,3,6,4,1,3,1,3,1,6,5,6,6,4,6,6,6,1,1,2,1,6,2,2,2, ,1,4,1,2, ,1,7,2,7
461,4/13/2021,4/13/2021,71,2,3,3,1,4,2,2, ,2, ,3,16,16,2,.975058005258593, ,6,6,5,2,4,5,6,1,1,1,1,1,1,3,3,5,4,6,5,5,1,3,2,2,4,1,2,3, ,2,1,1,1, ,1,7,2,7
462,4/13/2021,4/13/2021,73,1,3,3,4,5,3,1,1,1,1,1,3,3,2,.727036790620157, ,4,3,4,4,4,5,3,3,3,3,3,4,2,4,3,4,4,5,4,4,2,2,3,3,4,3,3,3, ,1,2,2,2, ,1,7,2,7
463,4/13/2021,4/13/2021,67,2,8,2,1,1,8,1,3,1,3,4,11,11,1,.732977823741577, ,6,6,4,3,3,6,1,3,1,1,4,2,1,3,4,5,6,6,5,6,1,1,2,1,5,3,1,2, ,1,1,1,2, ,1,7,1,7
464,4/13/2021,4/13/2021,73,2,5,3,1,2,6,1,1,1,1,3,18,18,2,.771082565964474, ,6,6,5,3,4,6,1,1,1,1,6,3,4,1,4,6,5,6,6,6,1,1,1,5,6,2,1,1, ,1,1,1,2, ,1,7,1,7
465,4/13/2021,4/13/2021,37,2,9, ,1,2,8,1,3,1,99, ,18,18,1,.70295305442627, ,6,2,5,5,3,6,3,2,1,2,3,4,6,4,4,6,4,5,6,5,1,1,3,1,5,2,1,2, ,1,2,1,1, ,1,7,2,7
466,4/13/2021,4/13/2021,75,1,5,4,5,1,6,1,1,1,1,1,9,9,2,.824264458600119, ,2,4,6,3,3,4,2,3,2,3,4,5,4,5,4,6,5,5,5,5,1,3,2,3,6,2,3,3, ,2,2,3,1, ,1,7,2,1
467,4/13/2021,4/13/2021,29,2,6,3,6,5,3,1,7,2, ,4,5,5,1,.455159593059939, ,6,4,4,2,4,6,1,2,1,2,2,4,1,2,3,5,5,5,4,5,1,1,3,2,5,4,4,3, ,1,2,1,1, ,1,1,2,1
468,4/13/2021,4/13/2021,53,2,1,15,6,6,7,1,1,2, ,2,9,9,3,.929220796879438, ,2,2,2,5,4,6,1,5,2,3,3,2,2,4,3,4,5,6,5,5,1,3,3,3,5,2,2,4, ,1,1,1,1, ,1,1,2,1
469,4/13/2021,4/13/2021,55,1,5,5,6,2,5,1,3,1,7,5,16,16,1,.888814678314466, ,3,4,4,2,3,5,1,4,2,2,3,2,2,3,3,2,5,5,3,4,3,2,4,2,5,2,2,3, ,1,2,1,1, ,2,4,2,7
470,4/13/2021,4/13/2021,33,2,16,8,4,2,8,1,2,1,2,5,16,16,1,.677416048465154, ,5,4,3,2,4,6,1,4,2,2,4,4,5,3,3,5,6,5,5,5,1,2,2,2,5,3,5,2, ,1,1,1,3, ,1,1,1,1
471,4/13/2021,4/13/2021,73,1,11,8,1,1,2,1,1,1,1,2,9,9,2,.819343666922626, ,5,5,3,6,2,5,1,2,1,5,2,2,3,1,2,6,6,5,6,6,6,1,1,2,5,1,1,2, ,1,4,1,2, ,1,7,1,1
472,4/13/2021,4/13/2021,75,2,2,2,5,3,9,1,1,1,1,2,5,5,2,.860034503327673, ,1,4,3,3,3,3,2,4,2,3,3,3,2,3,3,4,4,4,4,4,1,2,1,3,4,2,1,2, ,2,3,2,2, ,1,1,1,1
473,4/13/2021,4/13/2021,67,2,6,2,2,5,10,1,1,1,1,3,13,13,1,.641800397066423, ,6,4,3,4,3,4,2,2,1,2,4,4,3,3,2,4,6,6,6,6,1,2,2,2,6,2,2,2, ,1,1,1,1, ,1,7,2,7
474,4/13/2021,4/13/2021,42,2,3,1,1,6,5,2, ,2, ,2,1,1,3,1.28298165507061, ,3,4,4,5,3,4,2,2,1,3,3,3,2,5,3,4,4,4,3,4,2,2,3,3,4,3,3,3, ,2,4,2,4, ,1,1,2,2
475,4/13/2021,4/13/2021,55,1,3,3,1,2,6,1,1,1,1,5,17,17,2,.918481702431748, ,4,6,6,2,4,6,1,6,1,1,1,1,6,1,1,6,6,5,3,6,1,2,2,2,6,2,1,2, ,1,1,1,2, ,4,7,2,1
476,4/13/2021,4/13/2021,79,1,8,8,5,2,9,1,1,1,1,5,18,18,2,.827695755122431, ,5,6,2,2,6,2,1,5,1,1,4,3,1,3,6,4,1,6,6,6,1,1,5,1,6,2,1,1, ,1,1,1,1, ,1,7,2,7
477,4/13/2021,4/13/2021,58,1,17,16,1,5,2,1,1,1,1,3,5,5,1,.804961076761964, ,4,5,3,4,4,4,3,4,4,2,3,2,3,4,3,4,4,4,3,4,2,3,3,3,4,4,3,3, ,2,3,2,1, ,1,7,1,1
478,4/13/2021,4/13/2021,35,1,16,8,6,2,9,1,3,1,1,5,15,15,1,.813792870262143, ,6,6,6,6,3,6,1,6,1,1,1,1,5,3,4,6,6,6,6,5,1,1,3,2,6,6,3,2, ,1,2,1,4, ,1,1,2,1
479,4/13/2021,4/13/2021,63,2,4,2,1,4,10,1,1,1,1,2,1,1,2,.895655813906768, ,4,4,4,4,4,3,3,4,3,2,3,3,3,4,4,4,3,6,6,5,1,3,1,3,5,1,2,4, ,1,1,2,2, ,1,7,1,1
480,4/13/2021,4/14/2021,70,2,3,3,5,3,5,1,1,1,1,1,4,4,1,.808731476036771, ,6,6,5,2,4,4,3,1,1,2,4,2,4,2,4,1,3,4,3,4,1,3,2,5,4,1,2,3, ,1,1,1,1, ,1,7,2,7
481,4/13/2021,4/13/2021,50,2,4,1,1,6,10,1,3,1,3,2,17,17,2,.808114524644137, ,5,5,4,6,4,4,4,6,1,1,3,2,5,5,4,5,6,6,4,4,2,1,2,2,4,3,3,2, ,1,2,1,1, ,1,7,2,7
482,4/13/2021,4/13/2021,36,1,17,16,4,3,10,1,1,1,1,4,5,5,1,1.19477230255342, ,4,1,2,2,4,4,1,1,1,1,4,4,1,4,1,6,6,5,3,5,1,2,3,1,4,3,1,2, ,1,1,1,1, ,1,1,2,1
483,4/13/2021,4/13/2021,26,2,6,4,2,5,11,2, ,2, ,5,16,16,3,.676299321977662, ,5,6,5,5,4,5,1,4,1,2,3,2,5,4,5,6,5,5,5,5,1,3,3,2,5,2,5,2, ,2,2,2,5, ,1,7,2,1
484,4/13/2021,4/13/2021,69,2,3,3,4,2,9,1,1,1,1,5,17,17,1,.78936259691943, ,4,6,3,4,3,4,3,4,1,1,1,3,1,4,1,6,4,6,4,6,1,1,4,3,4,3,1,1, ,1,1,1,1, ,1,7,1,7
485,4/13/2021,4/13/2021,70,2,7,3,1,3,9,1,3,1,1,5,13,13,1,2.09877181635489, ,6,5,2,5,2,1,6,6,1,2,3,5,1,6,5,5,1,4,1,1,6,6,5,5,1,1,6,5, ,1,1,1,1, ,1,7,2,7
486,4/13/2021,4/13/2021,53,2,3,3,6,6,3,1,1,1,2,1,9,9,2,.60887317276605, ,6,4,6,4,2,2,3,2,2,3,3,5,2,4,2,6,4,6,6,4,1,1,2,1,5,1,1,2, ,1,1,1,1, ,1,7,2,7
487,4/13/2021,4/13/2021,39,2,8,8,1,5,4,2, ,2, ,2,9,9,3,1.28298165507061, ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,4,5,4,1, ,7,7,2,5
488,4/13/2021,4/13/2021,60,2,3,3,5,5,11,1,4,1,4,5,17,17,1,.741263497999022, ,5,4,3,3,3,6,1,5,1,1,3,3,1,3,2,4,6,5,4,4,1,1,4,2,6,4,1,2, ,3,4,2,1, ,1,7,2,7
489,4/13/2021,4/13/2021,67,2,16,16,5,3,8,1,1,1,1,3,9,9,1,.880423315158083, ,4,5,4,4,2,6,2,5,2,1,3,4,1,5,2,5,6,6,5,5,2,2,3,2,5,3,5,3, ,2,2,2,2, ,1,7,1,7
490,4/13/2021,4/13/2021,44,2,16,1,1,3,4,1,2,1,99,2,4,4,1,.679184591077068, ,3,4,3,5,4,5,4,5,4,2,3,2,3,3,3,4,4,3,4,5,4,5,2,3,2,3,4,3, ,6,6,6,5, ,2,7,2,1
491,4/13/2021,4/13/2021,68,2,5,6,6,2,9,1,2,1,2,4,15,15,2,.63198432765576, ,6,6,4,2,4,2,1,6,3,2,4,4,4,5,4,6,6,6,5,6,1,2,3,4,6,2,3,3, ,1,1,1,1, ,1,1,2,1
492,4/13/2021,4/13/2021,74,2,17,16,5,3,3,1,1,1,1,2,9,9,2,.851356092230101, ,6,6,1,4,4,6,1,2,1,1,3,2,1,2,5,5,5,5,5,6,1,1,4,3,6,6,2,2, ,5,5,5,3, ,1,7,1,7
493,4/13/2021,4/13/2021,77,2,4,2,5,3,2,1,1,2, ,1,9,9,2,.851356092230101, ,5,3,5,5,3,5,3,1,2,3,4,4,3,5,2,6,6,6,6,5,1,2,1,2,5,6,2,3, ,1,1,1,2, ,1,1,2,7
494,4/13/2021,4/13/2021,23,1,16,3,6,5,2,1,2,99, ,5,16,16,2,1.32606125272491, ,4,5,4,3,4,4,3,4,1,1,4,5,3,4,4,4,5,3,3,4,2,2,4,3,3,3,3,4, ,6,6,6,5, ,2,7,2,3
495,4/13/2021,4/13/2021,47,2,17,16,4,6,4,1,2,1,2,2,11,11,2,.556804469544371, ,5,6,3,4,4,5,4,1,1,1,3,3,4,4,2,5,4,6,6,6,1,1,3,2,4,3,1,3, ,1,1,1,1, ,1,7,1,1
496,4/13/2021,4/13/2021,61,2,5,2,2,4,4,1,1,1,1,4,18,18,1,1.24113551080653, ,6,6,6,6,4,3,2,5,1,2,3,1,3,4,3,4,5,6,6,6,1,3,3,2,5,4,2,2, ,2,2,1,1, ,1,7,2,7
497,4/13/2021,4/13/2021,40,2,7,7,6,4,8,1,2,1,2,5,16,16,2,.944841810261195, ,5,3,3,2,4,4,5,4,2,3,3,3,4,4,4,4,5,4,5,4,1,2,3,3,4,3,2,3, ,1,1,2,1, ,1,7,1,7
498,4/13/2021,4/13/2021,31,1,8,7,1,2,9,1,1,2, ,5,16,16,3,3.50565068759357, ,3,5,4,3,4,4,3,2,2,2,3,3,3,4,3,4,5,5,4,4,1,2,2,3,4,2,3,3, ,2,3,2,2, ,1,7,2,2
499,4/13/2021,4/13/2021,49,2,12,16,1,2,9,1,2,1,2,3,11,11,1,.620465239135672, ,1,5,3,2,3,3,1,6,1,1,2,5,2,3,2,6,6,6,6,5,1,1,3,2,5,2,1,2, ,1,1,1,1, ,1,7,2,1
500,4/13/2021,4/13/2021,56,2,6,15,1,4,7,1,3,1,2,4,11,11,2,1.72886134674306, ,2,5,3,2,1,5,1,1,1,1,3,5,2,2,1,6,6,6,2,6,1,1,1,1,6,2,3,2, ,1,1,1,2, ,3,3,3,2
501,4/13/2021,4/13/2021,30,2,13,7,1,3,8,1,2,1,2,5,16,16,1,.755562634280549, ,5,4,4,4,3,5,4,4,2,3,3,3,4,3,3,4,5,5,4,5,1,2,2,2,5,2,1,3, ,1,2,2,3, ,1,7,1,7
502,4/13/2021,4/13/2021,47,1,13,9,1,1,8,1,2,1,2,2,9,9,1,.962158416807159, ,2,6,3,2,5,6,1,6,1,1,3,3,1,2,1,6,5,6,5,6,1,5,1,1,5,1,1,2, ,1,1,1,2, ,1,1,1,1
503,4/13/2021,4/13/2021,70,1,7,7,2,6,5,1,1,2, ,4,3,3,2,.677451143683065, ,6,6,2,1,2,6,1,4,1,1,4,5,1,2,1,3,6,6,5,6,1,2,1,1,6,1,2,1, ,1,1,1,2, ,7,7,2,1
504,4/13/2021,4/13/2021,29,2,6,1,2,4,3,1,2,1,2,5,16,16,2,1.04277583777647, ,6,4,5,5,5,6,2,4,1,1,4,3,1,4,3,4,5,4,3,4,1,1,1,2,4,2,1,3, ,1,1,1,2, ,1,7,2,1
505,4/13/2021,4/13/2021,53,1,11,11,1,1,2,1,1,1,1,3,9,9,2,.886153452417353, ,6,6,6,3,1,6,1,4,1,1,6,1,1,3,2,6,6,6,6,5,1,3,4,1,4,6,3,1, ,1,1,1,1, ,1,7,2,7
506,4/13/2021,4/13/2021,63,1,13,6,2,2,3,1,2,1,2,3,11,11,2,.703562469012597, ,6,6,6,2,2,6,1,4,1,1,3,1,1,3,2,6,5,6,5,4,1,1,5,5,6,2,2,2, ,1,2,1,2, ,1,1,2,7
507,4/13/2021,4/13/2021,71,1,16,3,6,6,4,1,1,1,99,1,5,5,4,.778574828894707, ,4,6,6,3,3,2,2,3,1,2,5,2,3,5,4,6,5,5,6,6,1,3,3,4,5,1,3,2, ,1,1,1,1, ,1,7,1,1
508,4/13/2021,4/13/2021,36,2,17,16,6,6,8,1,2,1,2,2,18,18,2,.537813974430785, ,4,3,3,5,2,5,2,5,2,3,2,3,2,2,4,3,5,4,4,4,1,3,2,2,4,3,2,3, ,1,1,1,1, ,5,5,2,1
509,4/13/2021,4/13/2021,47,2,13,5,1,4,1,2, ,1,2,2,9,9,3,2.64816429034252, ,4,4,4,4,3,5,3,4,2,3,4,4,3,4,3,4,5,3,4,4,2,3,3,3,4,4,3,3, ,6,6,6,5, ,1,7,2,7
510,4/13/2021,4/13/2021,28,1,17,16,6,6,11,2, ,2, ,1,19,19,3,.711181051429922, ,4,3,3,5,4,5,1,5,2,1,3,3,3,3,3,5,5,6,6,4,1,3,3,2,4,1,2,3, ,2,2,2,2, ,1,7,2,7
511,4/13/2021,4/13/2021,60,1,5,5,6,3,10,1,5,1,5,5,18,18,1,.744754471143599, ,6,6,4,3,4,5,2,3,1,2,2,3,1,3,4,6,6,6,3,6,1,3,5,2,5,3,1,4, ,1,1,1,1, ,1,7,1,1
512,4/13/2021,4/13/2021,71,1,5,4,1,2,2,1,6,1,1,1,13,13,2,.759719137330902, ,6,6,6,3,2,6,1,1,1,1,1,1,1,1,2,6,6,6,6,6,1,1,1,6,3,1,1,2, ,1,1,1,1, ,7,7,2,7
513,4/13/2021,4/13/2021,60,1,6,4,1,4,7,1,2,1,2,2,11,11,2,1.40503545722726, ,5,6,5,3,3,2,6,1,1,1,3,3,1,5,6,4,4,5,5,6,1,1,2,2,6,1,1,4, ,1,1,1,1, ,4,3,1,7
514,4/13/2021,4/13/2021,46,1,17,6,2,5,8,1,1,1,1,4,11,11,1,.777660206630605, ,2,2,3,1,3,3,1,5,1,1,3,2,2,2,2,3,4,3,1,4,1,2,1,1,4,1,2,1, ,1,2,2,2, ,4,7,2,1
515,4/13/2021,4/13/2021,64,1,17,16,1,1,5,1,99,1,99,2,16,16,1,.649173782160765, ,4,6,3,3,3,3,3,4,2,1,3,3,3,5,3,2,5,6,5,5,1,1,3,5,6,3,2,2, ,4,5,4,2, ,1,7,2,7
516,4/13/2021,4/13/2021,25,2,17,16,6,4,6,1,1,1,1,5,18,18,2,1.05588264805555, ,6,6,2,6,4,6,1,6,1,2,1,2,1,2,5,6,6,6,2,5,1,1,5,2,5,2,1,4, ,1,1,1,1, ,1,7,2,1
517,4/13/2021,4/13/2021,62,2,6,5,1,6,4,2, ,2, ,2,1,1,3,1.24773940554772, ,3,4,3,3,3,3,2,1,1,2,4,3,3,3,2,5,2,6,4,4,2,1,2,3,4,2,3,3, ,1,1,1,1, ,7,7,1,1
518,4/13/2021,4/13/2021,46,1,14,14,2,3,8,1,1,1,1,5,17,17,1,1.35105603140297, ,5,6,6,4,4,6,1,3,1,1,1,3,2,4,6,6,6,6,6,6,1,2,3,1,6,1,2,6, ,1,1,1,2, ,1,1,1,7
519,4/13/2021,4/13/2021,31,2,17,16,7,3,8,2, ,1,1,3,19,19,3,.700206042813094, ,3,4,3,2,4,4,2,3,1,1,3,4,4,5,3,5,5,5,4,5,1,2,4,4,4,3,2,3, ,1,1,1,2, ,1,7,3,1
520,4/13/2021,4/13/2021,78,2,5,5,5,3,5,2, ,1,1,3,18,18,1,.605343918726607, ,6,6,4,4,5,4,1,1,3,1,3,1,6,4,5,6,6,6,6,6,1,1,3,1,6,2,5,2, ,1,2,1,3, ,1,7,3,1
521,4/13/2021,4/13/2021,46,2,3,3,1,5,10,1,3,1,99,3,9,9,1,.637355985772771, ,3,3,3,2,2,3,4,4,3,2,3,3,4,4,1,3,1,2,4,6,1,1,2,2,5,3,3,2, ,1,2,2,2, ,1,7,2,1
522,4/13/2021,4/13/2021,48,1,6,5,6,3,9,2, ,2, ,3,6,6,3,.807252239918267, ,3,6,6,1,3,6,1,4,2,3,2,1,2,3,4,3,4,5,4,4,1,2,2,2,4,3,2,3, ,3,4,3,1, ,1,1,2,3
523,4/13/2021,4/13/2021,63,1,7,7,1,1,2,1,2,1,2,5,16,16,1,.846991976136553, ,5,6,6,5,1,6,1,1,1,1,1,1,1,5,2,6,5,6,6,6,1,2,1,2,5,2,2,3, ,1,2,2,1, ,1,7,2,7
524,4/13/2021,4/13/2021,69,1,17,16,1,2,2,1,1,1,1,5,15,15,2,.819343666922626, ,6,6,6,1,2,6,1,1,1,1,1,1,1,2,2,1,2,6,6,2,1,1,2,1,1,3,1,2, ,1,1,1,1, ,1,7,1,1
525,4/13/2021,4/13/2021,75,1,17,3,4,3,5,1,2,1,1,1,1,1,2,.776879149404515, ,4,6,6,3,2,6,1,3,1,1,3,1,1,4,1,3,6,4,3,4,1,2,2,2,5,1,3,2, ,1,1,2,1, ,1,1,2,7
526,4/13/2021,4/13/2021,55,2,14,11,2,2,6,1,2,1,2,4,18,18,1,.772375303649588, ,6,5,5,4,3,6,4,2,1,2,2,3,2,4,2,6,6,6,6,6,1,3,2,1,6,2,2,2, ,1,1,1,2, ,1,1,1,7
527,4/13/2021,4/13/2021,69,2,13,4,1,3,2,1,6,1,6,2,9,9,2,.792688152601629, ,6,2,5,4,3,4,1,1,1,2,3,5,5,5,5,6,3,6,3,6,1,3,5,5,5,5,2,1, ,1,2,2,1, ,1,7,2,1
528,4/13/2021,4/13/2021,64,1,17,16,1,2,6,1,1,1,99,5,16,16,4,1.06439100453236, ,6,6,6,6,3,6,1,3,1,1,1,1,1,3,4,6,6,6,6,6,1,1,3,3,6,2,1,3, ,1,1,1,1, ,1,7,1,7
529,4/13/2021,4/13/2021,49,2,5,5,6,4,7,1,2,1,2,5,15,15,1,1.36752077278255, ,5,6,4,5,3,6,2,5,1,1,3,1,1,4,2,6,6,4,6,5,1,1,2,2,6,1,1,2, ,1,1,1,1, ,1,1,1,7
530,4/13/2021,4/13/2021,69,2,17,16,1,6,5,1,2,1,2,5,15,15,1,.591886905114586, ,6,6,6,1,3,6,6,1,1,1,1,6,6,5,1,5,3,6,6,5,1,6,6,2,4,2,2,2, ,1,4,1,2, ,1,7,1,7
531,4/13/2021,4/13/2021,70,1,6,16,1,3,2,1,1,1,1,2,5,5,1,.935527917926022, ,6,6,6,1,3,6,1,1,1,1,3,4,1,5,4,5,4,6,6,6,1,1,3,3,6,1,4,1, ,1,1,1,1, ,1,7,2,1
532,4/13/2021,4/13/2021,71,2,3,3,6,3,8,1,1,2, ,2,9,9,2,.863614705494036, ,6,5,3,3,3,4,1,1,2,1,3,3,6,3,2,2,4,6,5,5,1,1,5,5,6,4,1,5, ,2,2,1,2, ,1,7,2,7
533,4/13/2021,4/13/2021,71,2,2,2,4,6,8,2, ,2, ,2,8,8,3,.583270239035686, ,4,4,4,3,3,6,3,4,1,2,3,3,3,3,3,3,4,4,3,3,2,2,1,3,4,4,2,4, ,3,2,3,3, ,1,1,2,1
